id,package_name,app_name,rating,review,market
984,com.maihan.tredian,淘最热点,positive,界面很清爽，字体也很清晰，很适合老年人，好用，又方便，天天看新闻，天天赚金币。,Tencent
985,com.maihan.tredian,淘最热点,positive,文章挺好的，小视频很有趣，每天都会去看淘最热点，天天赚金币，很棒的这款app。,Tencent
986,com.maihan.tredian,淘最热点,positive,操作起来很简单的，刷刷就能拿金币了，真不错，不仅能看新闻和视频而且，提现到账超快。,Tencent
987,com.maihan.tredian,淘最热点,positive,我都是用这个软件差不多两年了，真心推荐，是最稳定提现最快的新闻平台，我会一如既往的支持你们的，希望金币奖励多多。,Tencent
988,com.maihan.tredian,淘最热点,positive,下载了好几个月了， 看看还挺好的，现在就不看电视新闻了，在淘最热点看还能拿金币还能提现。,Tencent
989,com.maihan.tredian,淘最热点,positive,聊的时候读读新闻，很不错，还有金币呢，提款过好几次了，个人感觉淘最热点非常好，好用极了。,Tencent
990,com.maihan.tredian,淘最热点,positive,我个人是觉得推荐这个软件的，可以利用零碎时间来看看资讯，视频，小视频的，每天都有金币拿。,Tencent
991,com.maihan.tredian,淘最热点,positive,原本以为是很土，但是真得是很实用，确实很好啦看看热点资讯，刷刷小视频，就有红包领了，给条好评哦,Tencent
992,com.maihan.tredian,淘最热点,positive,操作起来更方便，可以更快的看到自己喜欢的内容，最最重要的是还有红包，打发时间优先选它,Tencent
993,com.maihan.tredian,淘最热点,positive,很好的新闻软件，还能得金币换小钱，功能很多,Tencent
994,com.maihan.tredian,淘最热点,positive,很好的软件，提现很快，金币再多一点就好。越办越好，谢谢,Tencent
995,com.maihan.tredian,淘最热点,positive,挺好的！内容广泛！如果金币给多点就更吸引人了！,Tencent
996,com.maihan.tredian,淘最热点,positive,淘最热点是一款很好的看资讯APP，同时还能拿红包。,Tencent
997,com.maihan.tredian,淘最热点,positive,每天在这个软件里面看看新闻赚金币，一直都在用，感觉不错，比较好用的一款新闻资讯。,Tencent
998,com.maihan.tredian,淘最热点,positive,这个真心不错，时间不用花费太多，还不占内存，每天动动手指刷刷看看就可以得到金币，任务种类还多，每天都能赚钱，最重要的是涨知识啊！,Tencent
999,com.maihan.tredian,淘最热点,positive,个人觉得这软件比别个软件好许多，金币兑换准时稳定而且非常安全,Tencent
1000,com.maihan.tredian,淘最热点,positive,希望推荐更丰富的新闻资讯，这个软件很好，值得拥有，提现迅速，大家都来下载，赢更多金币。,Tencent
1001,com.maihan.tredian,淘最热点,positive,各种资讯及时更新，还有自己喜欢的阅读，内容丰富，更重要的是可以领金币兑换提现,Tencent
1002,com.maihan.tredian,淘最热点,positive,很喜欢他家的视频，类目很多，做饭的，搞笑的，广场舞的，应有尽有，我不仅能赚金币，还能学着做菜和跳舞，锻炼身体和学习两不误。很满意。,Tencent
1003,com.maihan.tredian,淘最热点,positive,千万不要下载这个APP，如果下载了，你会玩游戏超爽，看文章超赞，看视频超乐，拿金币超多，再也离不开！,Tencent
1004,com.maihan.tredian,淘最热点,positive,儿子怕我在家无聊给我下载了这个，复杂的我也玩不了，这个刚好适合我，操作很方便，我就看视频资讯还有玩大转盘，另外领取走路金币。很简单，适合老年人玩。,Tencent
1005,com.maihan.tredian,淘最热点,positive,接触淘最热点是从下载有红包奖励开始，不过下载后感觉还真是一款不错的软件，内容十分丰富，主要是能提现的哈,Tencent
1006,com.maihan.tredian,淘最热点,positive,哈哈，如此实惠的看新闻软件.怎么能不顶一下呢.看看热点新闻，就能拿红包提现喽.不错不错,Tencent
1007,com.maihan.tredian,淘最热点,positive,很实用的一款赚钱软件呢。内容真实，更新速度很快。界面也很个性！看资讯走路拿红包真不是骗人的,Tencent
1008,com.maihan.tredian,淘最热点,positive,使用淘最热点一年多了，资讯内容更新比较快，看新闻可以领红包，走路都赚钱啦,Tencent
1009,com.maihan.tredian,淘最热点,positive,挺好的，现在不仅看新闻可以拿红包，走路也可以拿红包啊，玩玩小游戏也可以拿红包的哦,Tencent
1010,com.maihan.tredian,淘最热点,positive,超级棒的软件!一直在用!每天签到看新闻还有大红包!,Tencent
1011,com.maihan.tredian,淘最热点,positive,这款软件不错，里面内容丰富，阅读和走路还能赚金币，推荐给喜欢的朋友使用。,Tencent
1012,com.maihan.tredian,淘最热点,positive,这个平台人人都可以参与，每天签到和阅读已经成为习惯，得金币兑换现金真实有效，文章涉及面很广，每天看也学到了很多东西。,Tencent
1013,com.maihan.tredian,淘最热点,positive,有一定的社会意义新闻资讯新闻，淘最热点资讯内容不少，朋友推荐的既能看新闻又有红包拿，是个不错的平台，浏览淘最热点资讯，看看新闻就有收益！,Tencent
1014,com.maihan.tredian,淘最热点,positive,看新闻得金币提现方便,Tencent
1015,com.maihan.tredian,淘最热点,positive,每天都会去浏览一遍，新闻内容真实，有效，客观，主要是可以拿红包哈,Tencent
1016,com.my.haoyangmao,薅羊毛,positive,yyds里面有很多大牌小样可以薅，叫外卖、看电影什么的还有返利红包，很划算,Tencent
1017,com.my.shengqian,省钱app,positive,yyds里面有很多大牌小样可以薅，叫外卖、看电影什么的还有返利红包，很划算,Tencent
1018,com.my.shengqian,省钱app,neutral,真能返现金吗？还没试,Tencent
1019,com.qiyi.video.lite,爱奇艺极速版,negative,骗人的软件，金币太少，太少，差评。,Tencent
1020,com.qiyi.video.lite,爱奇艺极速版,negative,为啥vip还要广告，还说啥看广告得金币，谁稀罕内几个金币，一颗星也不想给,Tencent
1021,com.qiyi.video.lite,爱奇艺极速版,positive,"金币换ViP,追好剧",Tencent
1022,com.qiyi.video.lite,爱奇艺极速版,negative,我服了呀！这完全就是一个破软件，之前那么多金币，我就半个多月没用这个软件，它基本上给我清理没了,Tencent
1023,com.qiyi.video.lite,爱奇艺极速版,negative,不能啦你，看了一天，赚到的金币全是不通过审核。一堆堆视频都不能看，看条毛,Tencent
1024,com.qiyi.video.lite,爱奇艺极速版,negative,就是赚金币少啊还看广告做任务多,Tencent
1025,com.qiyi.video.lite,爱奇艺极速版,neutral,只给三星，用金币换会员还挺好的，但是有的不全，而且这金币获得的太少了,Tencent
1026,com.qiyi.video.lite,爱奇艺极速版,negative,非常不满意，买了会员还要看广告赚金币，不看广告需要再买一个会员。还不能登平板，无语??,Tencent
1027,com.qiyi.video.lite,爱奇艺极速版,positive,好用爱奇艺极速版金币可以换会员,Tencent
1028,com.qiyi.video.lite,爱奇艺极速版,neutral,另外，每次看广告和视频可以得金币，金币也可以换一点免费会员，这是它对外宣传可以免费的点，但是兑换条件设置得很高，每次金币获取数量还很少，比如换时长一天的低配会员要12000，我新人第一天看了有几十个广子，攒了不到3000金币，至少肝三四天能换个一天低配会员，值不值当全看个人想法。,Tencent
1029,com.qiyi.video.lite,爱奇艺极速版,positive,可以用金币兑换会员，蛮划算的。,Tencent
1030,com.qiyi.video.lite,爱奇艺极速版,positive,好是好，但为啥投屏后就没有金币了呀，希望改进,Tencent
1031,com.qiyi.video.lite,爱奇艺极速版,negative,恶心人，金币几个几个的给，浪费时间，大家想领钱的就别下了！存一毛估计都要一天,Tencent
1032,com.qiyi.video.lite,爱奇艺极速版,negative,其实我是一星也不想给，太乐山了，金币几个几个的给，提个0.3都要三天，太拉夸了,Tencent
1033,com.qq.reader,QQ阅读,negative,我天啊，我的1千多书币一直没有用，刚刚看了一眼就只剩35书币了,Tencent
1034,com.qq.reader,QQ阅读,negative,光看表态越来越差了。之前还能领书币，现在领不了了，之前会员还有很多特权，现在全没有了，对老玩家太苛刻了。突然就想把这东西删了，换其他软件了。最多只能当找书的了。,Tencent
1035,com.qq.reader,QQ阅读,negative,阅读时长:5834小时会员等级:年费会员，VIP6给予差评，建议没入坑的朋友不要入了，不如换盗版网站看，免费还舒服。体验感太差了，以前还有充值赠送活动，改版之后几乎销声匿迹，偶尔出现一次，赠币还有有效时间。会员抽奖，每月一次，1号早上八九点钟就提示被抽完了，完全鸡肋，根本等于没有。除了充值入口，有事找客服永远找不到，商业化太严重，没意思。建议没入坑的朋友别入了，还是盗版靠谱,Tencent
1036,com.qq.reader,QQ阅读,negative,开通会员之后还要书币，坑的一批,Tencent
1037,com.qq.reader,QQ阅读,negative,看一本小说显示app免费看，下载app打开还是要币……这点流量都骗吗,Tencent
1038,com.qq.reader,QQ阅读,negative,差劲的app??金币又少而且看广告还失败??~…~??,Tencent
1039,com.qq.reader,QQ阅读,negative,恶心！都攒了15元，然后突然发现没了金币那项。天天都有登录。吃相太难看了！,Tencent
1040,com.qq.reader,QQ阅读,positive,要是给的红包多一点就好了！,Tencent
1041,com.qq.reader,QQ阅读,negative,免费个什么呀免费，干啥都要书币书券，动不动还来个充值会员，只能说差差差,Tencent
1042,com.qq.reader,QQ阅读,negative,我真无语了，刚开始看视频，还能拿到十书币呀几书币后边儿的全是1或者2 3我真无语了,Tencent
1043,com.qq.reader,QQ阅读,negative,第一次看看，一本书还没看多少，就让你书币买了。什么免费看**中的**,Tencent
1044,com.qq.reader,QQ阅读,negative,简直就是坑，冲了会员还要我书币才能阅读，会员的作用就是少花点书币？就这？冲的时候写着免费阅读，发现不对劲退回来那四个字居然能点开，真恶心，玩文字游戏是吧,Tencent
1045,com.qq.reader,QQ阅读,negative,10元现金，就是骗人的,Tencent
1046,com.qq.reader,QQ阅读,neutral,书币不够用啊！难受。,Tencent
1047,com.qq.reader,QQ阅读,negative,邀请好友金币没有到账，耍用户，**平台骗人，快点改善吧,Tencent
1048,com.qq.reader,QQ阅读,negative,好多书一起会员就能看的，现在全部要书币，那要会员要屁用,Tencent
1049,com.qq.reader,QQ阅读,negative,活动的红包呢,Tencent
1050,com.qq.reader,QQ阅读,negative,广告插件太多，本来读书就花费书币,Tencent
1051,com.qq.reader,QQ阅读,negative,好坑啊刚充的书币，正看的漫画就下架了，还有就是那个横屏看书去哪了,Tencent
1052,com.qq.reader,QQ阅读,negative,说下载领红包都是假的 提现几十天啦都没提到QQ 这里面的东西还得充钱 一点都不好看,Tencent
1053,com.qq.reader,QQ阅读,negative,为什么每本书都只能看开头一部分，后面大部分要书币，给的书币那么少，根本不够看下一章，s说是免费的，根本就不是。谎言。,Tencent
1054,com.qq.reader,QQ阅读,negative,新人红包活动不实在，15元提现,Tencent
1055,com.qq.reader,QQ阅读,negative,领红包是骗人的！,Tencent
1056,com.qq.reader,QQ阅读,negative,说好的10红包呢,Tencent
1057,com.qq.reader,QQ阅读,negative,本来以为开个会员就可以看了，结果开通了会员还要买书币才能看，买书币的钱还不如买一本书回来看了，浪费了我开会员的钱,Tencent
1058,com.qq.reader,QQ阅读,positive,最近刚下的QQ阅读，感觉还不错，大平台，书多，而且新用户领了一个现金红包，阅读时长还可以兑换一些东西，有一个免费书区，还有听书的、看漫画的，内容挺丰富的~,Tencent
1059,com.qq.reader,QQ阅读,negative,坑货，促销要账户没有书币才可以。太坑爹了。,Tencent
1060,com.qq.reader,QQ阅读,negative,冲书币的时候为什么要送书券,Tencent
1061,com.qq.reader,QQ阅读,negative,48小时限书币…………,Tencent
1062,com.qq.reader,QQ阅读,negative,什么48小时不能使用书卷，只能用书币，想钱想疯了啊，还什么维护作家的利益，冠冕堂皇的理由,Tencent
1063,com.qq.reader,QQ阅读,positive,支持QQ阅读，非常喜欢里面的书，开了个会员，有好多原著免费。超级喜欢。书币也挺便宜的了，买书虽然有点贵，但想到是作者大大们努力写的文章就觉得不贵了。总之特别棒，希望QQ阅读越来越好。,Tencent
1064,com.qq.reader,QQ阅读,positive,那些刚更新并且要书币的小说原本可以用书卷购买，但是更新后的QQ阅读就只能等四十八小时后才能用书卷购买，四十八小时也就是两天，两天啊！,Tencent
1065,com.qq.reader,QQ阅读,negative,不知道为啥要出这个功能，2天之内不能用书券购买章节？对，我没有书币，只有书券，既然不能看，那索性就看盗版小说算了，QQ阅读也可以卸载了，拜拜。这又是腾讯的鬼主意,Tencent
1066,com.qq.reader,QQ阅读,negative,越来越不如以前的软件好了，以前没有限制，现在用限制时间来购买书币才能读,Tencent
1067,com.qq.reader,QQ阅读,negative,看小说章节分享可以免费阅读，可是分享以后还是要书币呵呵你这是欺诈消费者,Tencent
1068,com.qq.reader,QQ阅读,negative,说下载领红包都是假的 提现几十天啦都没提到QQ 这里面的东西还得充钱 一点都不好看,Tencent
1069,com.qsmy.walkmonkey,步多多,negative,广告极其无敌巨多，那个关闭还很难点，点不好就进入下载页面，好不容易点着了，那广告又给你弹回来，就这样循环，最关键的是金币还很难挣，说是两块钱无门槛提现，别看刚下载金币就将进能提现两块钱，两块钱真的很难达到，这全部都是商家的套路,Tencent
1070,com.qsmy.walkmonkey,步多多,positive,很满意，最近几天总没有金币，怎么解决呀,Tencent
1071,com.qsmy.walkmonkey,步多多,negative,更新后刷不了视频，领不了红包,Tencent
1072,com.qsmy.walkmonkey,步多多,neutral,这几天步多多程序是不是有点问题了，转换不了金币，广告也不能播放,Tencent
1073,com.qsmy.walkmonkey,步多多,positive,这个软件总体来说还是不错的通过走路既能锻炼身体又可以领到一定的金币是一款不错的软件。,Tencent
1074,com.qsmy.walkmonkey,步多多,negative,这几天视频都不见了，翻倍金币一个都得不到不好玩，要消丢了,Tencent
1075,com.qsmy.walkmonkey,步多多,neutral,以前我是非常喜欢步多多的，可是换了手机后就没法玩了，你点金币翻番 它就出现“视频不见了或者是“网络异常”这些字，请问那位高人能解决这个问题吗？,Tencent
1076,com.qsmy.walkmonkey,步多多,negative,广告时间太长了！为了拿0.几个金币要看一分钟广告，是否改进一下。,Tencent
1077,com.qsmy.walkmonkey,步多多,positive,每天坚持跑步三四公里，既能运动健身，又能领红包，真好,Tencent
1078,com.qsmy.walkmonkey,步多多,positive,我参加问卷领金币了，希望你们多加几份啊,Tencent
1079,com.qsmy.walkmonkey,步多多,positive,每天运动收金币，真好！,Tencent
1080,com.qsmy.walkmonkey,步多多,positive,喜欢上了步多多，既能锻炼身体，又领红包，棒棒哒,Tencent
1081,com.qsmy.walkmonkey,步多多,positive,快来一起比赛啊，步数达标了还能有金币奖励，太好了，我每天吃完饭就去散步走路，常言道饭后走一走活到九十九哦,Tencent
1082,com.qsmy.walkmonkey,步多多,positive,室友介绍的，还不错，我爱逛街，攒不少金币,Tencent
1083,com.qsmy.walkmonkey,步多多,positive,今天走了7000步，领了不少金币，还可以,Tencent
1084,com.qsmy.walkmonkey,步多多,negative,怎么看不了广告，领不了金币,Tencent
1085,com.qsmy.walkmonkey,步多多,negative,为什么我邀了人？还得不到金币。,Tencent
1086,com.qsmy.walkmonkey,步多多,negative,领到金币都有3秒广告，恶心死了,Tencent
1087,com.qsmy.walkmonkey,步多多,positive,页面内容还是蛮多的，我都很喜欢，每天都会去点击，希望能再多点内容，我也好多赚点金币哦,Tencent
1088,com.qsmy.walkmonkey,步多多,positive,这个软件不仅能通过走路就有红包可以拿，而且里面有很多各种各样的趣味任务，我自己也会去领取我自己比较能完成或者踮起脚尖能完成的任务，以此来约束自己，很有趣，通过任务完成的奖励可以提现，提现也很快哦，我喜欢把步数积攒一起然后一起提现，这样比较有成就感。,Tencent
1089,com.qsmy.walkmonkey,步多多,positive,我是有每天都去走路或者慢跑一个半小时，这个软件跑步步数就可以轻松兑换红包，不仅可以督促我每天运动，还有小奖励激励自己，而且邀请好友也有红包奖励哦，我邀请了身边的同事们一起加入，感觉运动的最大意义就是自己和自己身边的人一起变得更优秀吧！,Tencent
1090,com.qxtx.shengqianhua,省钱花,positive,天天领红包，比其他的红包软件真是良心多了。充话费还有折扣，一年也能省不少钱真是划算。不错不错,Tencent
1091,com.sankuai.meituan,Meituan,negative,红包涨价了，4张5元卷之前9块，现在16，平均一单外卖才减1块钱，有啥用，贵死，单价本来就高了，现在这么搞点不起外卖了。,Tencent
1092,com.sankuai.meituan,Meituan,negative,已经超时了还没有开始给我送，最后超了40分钟给我送到，店铺客服也不理人，拒绝申请退款，找美团客服介入跟我说退款不了，17块钱外卖最后给了8元无门槛红包。赚钱真是让你们找到法子了，拿顾客当傻子一样。,Tencent
1093,com.sankuai.meituan,Meituan,negative,你们美团跟拼多多学是吧，就真的搞1000金币换最后一分钱是吧？我倒要看看，这最后一个币是不是还要1000个金币碎片呢。,Tencent
1094,com.sankuai.meituan,Meituan,negative,差评，5块红包兑换9块券骗你买红包，第二天红包立马只能兑换6块券,Tencent
1095,com.sankuai.meituan,Meituan,negative,不得不说美团真的6的是 美团真是慈善家外卖员都说自己是聋哑人 我问他什么时候送到他直接说不去，还一直打电话骚扰威胁我准时宝获赔12他直接让我退款然后说给我一个现在还没影的美团红包,Tencent
1096,com.sankuai.meituan,Meituan,negative,红包几分钱逗谁啊,Tencent
1097,com.sankuai.meituan,Meituan,negative,开通会员前，跟开通后用红包一样的钱，真会玩！,Tencent
1098,com.sankuai.meituan,Meituan,negative,刚刚下载一个美团外卖，红包5号过期的，结果3号就就用不了了，找了客服也处理不了，太坑了，还不如其他外卖。,Tencent
1099,com.sankuai.meituan,Meituan,negative,越来越差了，红包基本用不了，还降额度，逼着人用他的信用卡？,Tencent
1100,com.sankuai.meituan,Meituan,negative,大骗子，没有登入时全部0.01元，登入后全部原价Q币什么的也是假的，极致差评，不要下载,Tencent
1101,com.sankuai.meituan,Meituan,negative,反正那个充扣币我是没有得到啊 ，不知道各位的,Tencent
1102,com.sankuai.meituan,Meituan,negative,干嘛骗人呀？说好的我Q币呢,Tencent
1103,com.sankuai.meituan,Meituan,negative,**，APP下载的红包还没到期呢就显示失效了，根本用不了。,Tencent
1104,com.sankuai.meituan,Meituan,positive,??红包多优惠多  只针对我们消费者  其他的可能就,Tencent
1105,com.sankuai.meituan,Meituan,negative,只要用红包，美团对商家的抽成太高导致有些商家直接减少外卖的数量和质量，严重侵害消费者的利益和知情权！！！,Tencent
1106,com.sankuai.meituan,Meituan,neutral,新版首页红包点不进去。消息页面所有消息点击不了,Tencent
1107,com.sankuai.meituan,Meituan,positive,一直使用美团，不管是价格还是配送服务都超级棒，购买会员还有优惠红包，不用做饭太好了,Tencent
1108,com.sankuai.meituan,Meituan,negative,美团不行，去点饿了么得了，饿了么红包多,Tencent
1109,com.sankuai.meituan,Meituan,negative,差评，配送费太贵了送的还慢，什么红包都是骗人的，不能忍,Tencent
1110,com.sankuai.meituan.takeoutnew,美团外卖,negative,行为异常无法使用会员红包真坑,Tencent
1111,com.sankuai.meituan.takeoutnew,美团外卖,negative,发那个红包我都领不到，都化不了,Tencent
1112,com.sankuai.meituan.takeoutnew,美团外卖,positive,喜欢美团外卖的会员，对于我这种天天点外卖的人来说太划算了，15块钱一个月，送6张5块钱的红包券，这不是血赚吗？而且会员红包可以兑换部分商家的大额红包，5块变10块钱，美滋滋。用完这6张的话还能打折卖加量包，不管怎么说都是赚！,Tencent
1113,com.sankuai.meituan.takeoutnew,美团外卖,positive,在学校基本靠外卖生活，而且开会员还有红包可以使用，经常在美团上面点外卖吃，送的快东西到手还是热的，特别是冬天吃热的东西才舒服，支持美团，某饿了已经卸载。,Tencent
1114,com.sankuai.meituan.takeoutnew,美团外卖,negative,首先听说压迫骑手，然后就是领个红包美团还看购物车，要是刚刚购物车点了东西那通常就领不到适合这单的红包,Tencent
1115,com.sankuai.meituan.takeoutnew,美团外卖,negative,骗了我5快会员钱，红包也回收，(会员才开了一个星期),Tencent
1116,com.sankuai.meituan.takeoutnew,美团外卖,negative,红包无法使用，呵,Tencent
1117,com.sankuai.meituan.takeoutnew,美团外卖,negative,太差了，现在又变成每天只能四单享受优惠，买的红包都不能用了？是不是在搞笑，卸载卸载，换饿了么,Tencent
1118,com.sankuai.meituan.takeoutnew,美团外卖,negative,让续费会员，还可以无限续费，说好续完费给九张红包，最后还要自己去买加量包，那15块钱不就是被你们平台白搭搭的骗去的？,Tencent
1119,com.sankuai.meituan.takeoutnew,美团外卖,negative,买了会员，还不能用红包。气得我反手一个差评,Tencent
1120,com.sankuai.meituan.takeoutnew,美团外卖,negative,会员红包从五折变八折，不好意思，你不配在我手机上占内存,Tencent
1121,com.sankuai.meituan.takeoutnew,美团外卖,negative,美团别用钱买红包小心被坑了都不知道,Tencent
1122,com.sankuai.meituan.takeoutnew,美团外卖,negative,嗯，怎么说呢？美团是真的坑，起初，店铺的会员红包券是十元的，对吧？过了一段时间，他就变成了七元，还有那个满20减的红包群，最开始是八元，然后变成七元，现在又是六元，最后是五元，说实在的，美团外卖，只有前一周是好的，后一周都在想，尽方法坑你??,Tencent
1123,com.sankuai.meituan.takeoutnew,美团外卖,negative,越来越恶心人了，自动且强制帮你用掉会员红包，吃相真是难看呢,Tencent
1124,com.sankuai.meituan.takeoutnew,美团外卖,positive,不知道有没有人跟我一样，红包喜欢无门槛的，不喜欢满减等各种附带条件的优惠，看似优惠，实则套路，同意的点个赞！,Tencent
1125,com.sankuai.meituan.takeoutnew,美团外卖,negative,背刺老用户，别人膨胀红包12  13块，老用户膨胀红包6  7块，别人买券高优惠，老用户平常价,Tencent
1126,com.sankuai.meituan.takeoutnew,美团外卖,negative,红包抢都抢不到。,Tencent
1127,com.sankuai.meituan.takeoutnew,美团外卖,negative,整天更新烦不烦，红包活动什么的都根本抢不到,Tencent
1128,com.sankuai.meituan.takeoutnew,美团外卖,negative,弄了个新号，新人红包都没有,Tencent
1129,com.sankuai.meituan.takeoutnew,美团外卖,negative,无语了 有的外卖员 我都对他客客气气的 他反而等久一点就说我家住的麻烦  自己送错了楼还叫我自己去拿他太累了？？ 自己超时了 商家也不退款  还要我自己去找客服？退了半天红包费不退  红包也是我买会员的啊  投诉根本找不到地方 你们是优越感爆棚吗,Tencent
1130,com.sankuai.meituan.takeoutnew,美团外卖,negative,奂换的红包不能退回,Tencent
1131,com.smile.dayvideo,每日红包,negative,要签到3天才能领第二天要18万币才能签看了一上午了才14万多，哎又是当了,Tencent
1132,com.smile.dayvideo,每日红包,positive,红包雨多多,Tencent
1133,com.smile.dayvideo,每日红包,positive,还行，应该能领红包,Tencent
1134,com.smile.dayvideo,每日红包,negative,赚了2元还要连签三天，有点麻烦，还有金币越来越少，真服了，太麻烦了,Tencent
1135,com.smile.dayvideo,每日红包,negative,红包太少,Tencent
1136,com.smile.dayvideo,每日红包,positive,红包来了挺好的,Tencent
1137,com.smile.dayvideo,每日红包,positive,很不错，淋到红包了,Tencent
1138,com.smile.dayvideo,每日红包,positive,邀请有红包,Tencent
1139,com.smile.dayvideo,每日红包,positive,加油领红包,Tencent
1140,com.smile.dayvideo,每日红包,positive,出于赚金豆的目的，我才评的五星，因为金豆真的太难赚啦，又少，不过，真的可以提现，虽然少，但是买一两包辣条完全可以的？。,Tencent
1141,com.smile.dayvideo,每日红包,positive,五星才能领金豆,Tencent
1142,com.smile.dayvideo,每日红包,positive,为了金豆,Tencent
1143,com.smile.dayvideo,每日红包,negative,第一天要看三毛的的金豆，也就是三万。第二天才能转换余额，也就才能提。看视频转一圈有1288的金豆，每转4圈就要看广告才能继续领金豆。第二天没有三毛，只有一元的提现。一元提现，要签到三天，签到要12万的金豆，关键是我八万一千金豆的时候，那个转一圈领金豆的那个没了。,Tencent
1144,com.smile.dayvideo,每日红包,positive,很不错，不过得五星好评，不然没有金豆,Tencent
1145,com.smile.dayvideo,每日红包,neutral,有没有人知道提现手续费的3％是用金豆抵消还是扣自己的钱？,Tencent
1146,com.smile.dayvideo,每日红包,negative,一万金豆才一毛，一看就是坑，刚下载就卸了,Tencent
1147,com.smile.gifmaker,Kuaishou,negative,我的挂件怎么没有了，红包还没领呢？,Tencent
1148,com.smile.gifmaker,Kuaishou,negative,红包点不开气人气人气人,Tencent
1149,com.smile.gifmaker,Kuaishou,negative,无缘无故我账号钱包就封了  完了还不提醒我  我问客服半天就给一个 抢红包异常  就给搪塞了 多年的老用户感觉寒心,Tencent
1150,com.smile.gifmaker,Kuaishou,negative,骗子软件，过年骗用户流量，组队金龙活动人机，泡泡红包一堆骗子，点龙登不出点数疯狂浪费用户时间精力,Tencent
1151,com.smile.gifmaker,Kuaishou,negative,广告多的要命服了极速版有这个也有鲨币软件,Tencent
1152,com.smile.gifmaker,Kuaishou,negative,签到明明是给我返3000金币，可是却只给我了一个金币，哼,Tencent
1153,com.smile.gifmaker,Kuaishou,negative,操的你那个红包弹个毛啊。弹出来就直接大退。服了。,Tencent
1154,com.smile.gifmaker,Kuaishou,positive,喜欢的视频应有尽有，不错的打发时间软件，还有小红包哟。,Tencent
1155,com.smile.gifmaker,Kuaishou,negative,快手旗下，快看点涉嫌诈骗，幸运抽奖领现金，给他邀了两百多个用户，提现不了，骗用户的钱，真会玩，留着买棺材吧,Tencent
1156,com.smile.gifmaker,Kuaishou,negative,觉得同样完成任曰常任务所得的金币不同差大远了,Tencent
1157,com.smile.gifmaker,Kuaishou,negative,提现不到账扣了的金币也不见了，坑人坑爹,Tencent
1158,com.smile.gifmaker,Kuaishou,negative,说好的分忆元，结果抽了个红包，那红包就没有，气死,Tencent
1159,com.smile.gifmaker,Kuaishou,negative,穿云箭红包你还得等它变小才能抢，有时候还有卡顿，根本抢不到，还有，请把抢红包的上限改了吧，改成没有上限，真的是，过分。,Tencent
1160,com.smile.gifmaker,Kuaishou,negative,快手我刚签到领快币的时候我只弄了四五天她就不让签到了，就直接弄到那个提现的界面了怎么回事啊？希望快手管方看见这条,Tencent
1161,com.smile.gifmaker,Kuaishou,negative,你那个集兔币是真坑啊，最后几天越快有希望你爆兔币的几率越小，10步抽不到1000兔币，60步抽不出五级兔子。,Tencent
1162,com.smile.gifmaker,Kuaishou,negative,为什么我下载的快手没有小红包的？没有任务活动,Tencent
1163,com.smile.gifmaker,Kuaishou,negative,快手分红包，连空一百把，真是巧了，呵呵,Tencent
1164,com.smile.gifmaker,Kuaishou,negative,直播间天天发假红包骗关注，骗人气，博眼球，卸载啦！支持抖音。。。,Tencent
1165,com.smile.gifmaker,Kuaishou,positive,很好用，又能打发时间，又能赚金币,Tencent
1166,com.smile.gifmaker,Kuaishou,neutral,能不能设成不需客戶那么频繁地手动去刷视频  才保持转圈增金币呢？不改或考慮不用了。,Tencent
1167,com.smile.gifmaker,Kuaishou,positive,购物方便，价廉物美，顺便刷刷金币，赚点零花钱，提现快，秒到账。点赞！,Tencent
1168,com.smile.gifmaker,Kuaishou,negative,原来的签到图标都不见了？？攒了好久的金币啊！我累计的金币换快币说没就没了？,Tencent
1169,com.smile.gifmaker,Kuaishou,negative,我看了视频的金币不知为什么不到账，还看不到金币到那里去了，几千金币都不知道弄那里了，,Tencent
1170,com.smile.gifmaker,Kuaishou,positive,我觉得这个快手还是挺不错的。音质发亮柔美。而且在这里可以看到很多的美女，帅哥，靓仔。我在这里本量已达到快60了。有空我就会在这里做短视频，大家可以来多多观看。获取流量，赚取更多的现金收益。??你,Tencent
1171,com.smile.gifmaker,Kuaishou,neutral,给的币子太少了,Tencent
1172,com.smile.gifmaker,Kuaishou,neutral,这段时间金币大跳水呢~再降就就没人玩了，加油！,Tencent
1173,com.smile.gifmaker,Kuaishou,neutral,快手的金币越来越少了,Tencent
1174,com.smile.gifmaker,Kuaishou,negative,金币太少了,Tencent
1175,com.smile.gifmaker,Kuaishou,positive,好看，里面还能对换块币,Tencent
1176,com.smile.gifmaker,Kuaishou,positive,天天发作品现金流量赞赞赞,Tencent
1177,com.smile.gifmaker,Kuaishou,neutral,快手现在也没有什么活动了，金币越来越少了,Tencent
1178,com.smile.gifmaker,Kuaishou,neutral,金币太少，和极速版不值一比,Tencent
1179,com.smile.gifmaker,Kuaishou,positive,好多给金币吧,Tencent
1180,com.smile.gifmaker,Kuaishou,negative,页面跳出来广告或红包的一律卸载,Tencent
1181,com.smile.gifmaker,Kuaishou,positive,快手刷短视频必选，我一直用它赚金币，你也来试一试。,Tencent
1182,com.smile.gifmaker,Kuaishou,neutral,就是刷金币太少了，一天刷三四毛好辛苦。,Tencent
1183,com.smile.gifmaker,Kuaishou,neutral,就是金币少点,Tencent
